mini_scenario_id,quadrant_id,scenario_name,mini_scenario_label,uk_policy_delivery,external_conditions,domestic_delivery_score,external_shift,default_removals_credit_available_MtCO2e,post_2050_reduction_rate_MtCO2e_per_year_for_stress_test,tes_sector,sector_2050_MtCO2e_before_offsets,desnz_central_2050_MtCO2e,accelerated_anchor_2050_MtCO2e,delayed_delivery_2050_MtCO2e,external_dependency_score,clean_power_score
U4-1,U4,Delayed transition risk,delayed,Low,Constrained,0.15,-0.1,10,6.215993301437508,Agriculture,41.93390789745395,38.2005567333275,38.2005567333275,42.40714959431505,0.5,0.0
U4-1,U4,Delayed transition risk,delayed,Low,Constrained,0.15,-0.1,10,6.215993301437508,IAS,34.6359761868605,34.0464399792679,12.478539520291406,36.760661894613705,0.8333333333333334,0.0
U4-1,U4,Delayed transition risk,delayed,Low,Constrained,0.15,-0.1,10,6.215993301437508,Fuel supply,19.772730869944922,13.2401066474921,0.0,21.66874615884375,0.6666666666666666,0.5
U4-1,U4,Delayed transition risk,delayed,Low,Constrained,0.15,-0.1,10,6.215993301437508,Waste,13.605035734808768,11.6812776690764,0.0,15.7739544751406,0.16666666666666666,0.0
U4-1,U4,Delayed transition risk,delayed,Low,Constrained,0.15,-0.1,10,6.215993301437508,LULUCF,3.8682769333120377,4.35862189668962,0.0,4.35862189668962,0.5,0.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Buildings and product uses,67.64031128369167,84.5503891046146,0.0,84.5503891046146,0.3333333333333333,1.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Domestic Transport,69.43669595433414,49.8833690620126,23.787366216473487,80.8490283887993,0.3333333333333333,1.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Industry,42.05334960250204,47.3748288570278,0.0,50.21295474925616,1.0,0.5
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Electricity supply,34.48625906207861,40.9557563067436,0.0,42.4446265379429,0.5,1.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Agriculture,41.513248611355195,38.2005567333275,38.2005567333275,42.40714959431505,0.5,0.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,IAS,32.207763949428276,34.0464399792679,12.478539520291406,36.760661894613705,0.8333333333333334,0.0
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Fuel supply,17.605856254060548,13.2401066474921,0.0,21.66874615884375,0.6666666666666666,0.5
U4-2,U4,Delayed transition risk,fragmented,Low,Constrained,0.25,-0.1,10,6.215993301437508,Waste,12.027640287294709,11.6812776690764,0.0,15.7739544751406,0.16666666666666666,0.0
