period,years,carbon_budget_target_MtCO2e,DESNZ_excl_IAS_MtCO2e,DESNZ_inc_IAS_MtCO2e,official_comparison_basis,DESNZ_official_comparison_emissions_MtCO2e,DESNZ_official_gap_MtCO2e,CCC7_balanced_sum_MtCO2e,CCC7_minus_target_MtCO2e,CCC6_balanced_sum_MtCO2e,comparability_note
CB4,2023-2024-2025-2026-2027,1950.0,1824.05540520418,2032.6562004937,NCA / excluding IAS,1824.055405204181,-125.944594795819,,,2195.602361701015,CCC7 starts in 2025; full CB4 comparison not available from annual CCC7 series.
CB5,2028-2029-2030-2031-2032,1725.0,1638.64186790661,1841.18104714908,NCA / excluding IAS,1638.6418679066114,-86.3581320933886,1497.7240612314567,-227.27593876854326,1585.9561686169766,CCC7 covers full period; compare cautiously because pathway/accounting scope may differ from statutory budget basis.
CB6,2033-2034-2035-2036-2037,965.0,1511.59079731493,1702.46940876089,NCA / including IAS,1702.4694087608918,737.469408760892,944.2228947002052,-20.777105299794812,967.5501201739537,CCC7 covers full period; compare cautiously because pathway/accounting scope may differ from statutory budget basis.
