scenario,country,sector,variable,variable_unit,year,emissions_MtCO2e
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2045,5.815978264232484
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2046,5.635193812130407
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2047,5.482445508905908
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2048,5.348066189216965
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2049,5.232523998514509
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2050,5.111528051034504
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2025,47.89254549713133
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2026,47.95065345385853
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2027,48.04563281491899
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2028,48.10453393888744
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2029,48.14795472553099
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2030,48.16476465718268
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2031,48.16469150700116
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2032,48.14288903153015
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2033,48.16058285142336
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2034,48.17836514041603
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2035,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2036,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2037,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2038,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2039,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2040,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2041,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2042,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2043,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2044,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2045,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2046,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2047,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2048,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2049,48.19250687054407
Baseline,United Kingdom,Agriculture,Emissions: direct emissions total,MtCO2e,2050,48.19250687054407
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2025,37.20812025864166
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2026,37.81280410044006
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2027,38.44962803311726
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2028,39.00391004322806
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2029,39.90082871923806
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2030,40.95146447020915
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2031,41.46241826687169
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2032,42.26387852967315
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2033,42.61349598315741
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2034,43.36310833587503
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2035,43.78634518581054
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2036,44.39111834401274
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2037,44.97049604802649
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2038,45.80307064136927
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2039,46.82598365828004
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2040,47.49112309796995
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2041,48.11700138956012
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2042,48.77355590873692
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2043,49.44939959186013
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2044,50.25369254035824
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2045,51.08067807583563
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2046,51.82963568196198
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2047,52.43741192511636
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2048,53.0308708986261
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2049,53.7286824127882
Baseline,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2050,54.36882351895008
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2025,32.42709611726846
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2026,34.70769005994628
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2027,36.98828400262408
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2028,39.2688779453019
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2029,38.00634193583316
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2030,36.7438059263644
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2031,35.40110890042144
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2032,34.05841187447849
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2033,36.30626037810936
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2034,38.55410888174023
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2035,40.8019573853711
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2036,42.11860208095995
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2037,43.43524677654879
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2038,44.75189147213762
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2039,46.06853616772646
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2040,47.38518086331531
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2041,48.56154378007429
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2042,49.73790669683326
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2043,50.91426961359225
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2044,52.09063253035124
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2045,53.26699544711021
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2046,53.85417489278377
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2047,54.44135433845733
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2048,55.02853378413089
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2049,55.61571322980446
Baseline,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2050,56.20289267547803
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2025,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2026,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2027,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2028,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2029,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2030,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2031,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2032,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2033,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2034,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2035,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2036,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2037,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2038,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2039,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2040,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2041,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2042,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2043,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2044,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2045,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2046,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2047,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2048,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2049,0.0
Baseline,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2050,0.0
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2025,6.907625882018583
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2026,6.737564479778907
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2027,6.571370028879424
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2028,6.398874445898471
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2029,6.236398041888959
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2030,6.101787125353868
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2031,5.984404909441803
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2032,5.879491610791209
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2033,5.790362748444389
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2034,5.71409963716658
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2035,5.651890420293388
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2036,5.583620243354279
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2037,5.535559964697191
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2038,5.50947320566668
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2039,5.524434021725445
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2040,5.555021832322085
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2041,5.564087040378983
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2042,5.579042513084756
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2043,5.599778719094743
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2044,5.625070387548295
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2045,5.654010987808809
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2046,5.684369794417043
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2047,5.713690404056125
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2048,5.741899587627193
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2049,5.766886947977608
Baseline,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2050,5.789625753123303
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2025,28.71845538836828
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2026,27.7112974004591
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2027,26.91354380745143
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2028,26.15661196310518
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2029,25.48028266008833
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2030,24.44708822270411
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2031,23.16272663947583
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2032,22.66393307460224
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2033,21.75526918673518
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2034,20.74201179251426
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2035,19.72926573318468
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2036,18.70027700216771
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2037,18.3316511521604
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2038,17.87415712863334
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2039,16.99117361901359
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2040,16.72040945658549
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2041,14.89781957583462
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2042,13.56620621948158
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2043,13.00146811575924
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2044,12.88215595476957
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2045,12.76591026098099
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2046,12.68206907294384
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2047,12.52731056617439
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2048,11.90031391041828
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2049,11.82407265530474
Baseline,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2050,11.48558388429554
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2025,48.56130268549619
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2026,48.34216577008026
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2027,47.86345185665143
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2028,47.54731754404281
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2029,47.24769285880807
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2030,47.17480002001643
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2031,47.17524265629
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2032,47.47948099303322
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2033,47.72339754627411
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2034,48.11969830327752
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2035,48.4307898651053
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2036,48.82274753353555
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2037,49.39590134531542
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2038,49.98624025469333
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2039,50.27358778052705
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2040,50.78807155541913
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2041,51.27927667332975
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2042,51.79454478591593
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2043,52.31334454499039
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2044,52.83358625751006
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2045,53.35528468436907
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2046,53.88548676830388
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2047,54.42222642750749
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2048,54.9648977998372
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2049,55.50910651494859
Baseline,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2050,56.05550945793193
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2025,1.714861769322827
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2026,2.13626551073149
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2027,2.581184211077895
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2028,3.023310581634903
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2029,3.491889228675952
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2030,3.959338512364017
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2031,4.425879413703698
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2032,4.861849243795993
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2033,5.227104581332219
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2034,5.596351277613264
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2035,5.905554299322394
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2036,6.165108565599693
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2037,6.313425847364021
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2038,6.317488557771591
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2039,6.283745539431189
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2040,5.986252525269001
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2041,5.632602955030515
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2042,4.982764316469596
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2043,4.251304772955779
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2044,3.297575143968123
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2045,2.353474913805973
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2046,1.05213473822904
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2047,-0.14828018968968
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2048,-1.839538039138851
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2049,-3.338872889240387
Baseline,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2050,-5.269984370663504
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2025,21.90023985921468
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2026,22.12229833113034
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2027,22.40604535092159
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2028,22.71339802922451
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2029,22.90278549376341
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2030,23.0194733861697
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2031,23.17501085590504
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2032,23.28647676160179
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2033,23.41409474339001
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2034,23.53651274175959
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2035,23.72027767943245
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2036,23.88620479344101
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2037,24.07907321510215
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2038,24.22787569818537
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2039,24.35867539694353
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2040,24.46771855264032
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2041,24.61813359589242
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2042,24.76854727607705
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2043,24.91895641804882
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2044,25.0693561789092
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2045,25.21973163707845
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2046,25.37006771863401
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2047,25.5203552830058
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2048,25.67058451610806
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2049,25.82074594863092
Baseline,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2050,25.97083213982962
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2025,64.88795272835118
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2026,65.10452663788516
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2027,65.3281877757582
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2028,65.55508035884549
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2029,65.7902710545334
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2030,66.02354322901408
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2031,66.26012095101821
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2032,66.4964178283152
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2033,66.73243302514312
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2034,66.97296057335952
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2035,67.20775321896176
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2036,67.44232866939852
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2037,67.67720239852684
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2038,67.90665774955345
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2039,68.14597467660623
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2040,68.38033306124761
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2041,68.75386316237284
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2042,69.12724108955666
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2043,69.4945495180832
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2044,69.86695387108567
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2045,70.23916537595147
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2046,70.6112867707231
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2047,70.98327509237835
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2048,71.35513367974008
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2049,71.72686576133646
Baseline,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2050,72.09847445991804
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2025,14.28076345609222
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2026,14.26953694657464
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2027,14.13455809904922
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2028,14.06025954731142
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2029,13.99041485391465
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2030,13.94027096753664
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2031,13.91837547555929
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2032,13.97029413371901
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2033,14.05445334729565
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2034,14.2125280904115
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2035,14.39363625521294
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2036,14.61962037346552
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2037,14.87778905849764
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2038,15.11361748220363
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2039,15.30107391592775
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2040,15.47339625145983
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2041,15.69091832480362
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2042,15.89938487773908
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2043,16.23766494056003
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2044,16.58176017667439
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2045,16.92204814515432
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2046,17.22650346432421
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2047,17.49995398871424
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2048,17.63877196261635
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2049,17.78307697316167
Baseline,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2050,17.89469906743168
