scenario,country,sector,variable,variable_unit,year,emissions_MtCO2e
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2025,104.0353602736231
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2026,104.2918833562252
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2027,104.6800794729278
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2028,105.1447438270158
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2029,105.6951768185028
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2030,106.5236063513022
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2031,107.2863212228153
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2032,108.0572686031908
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2033,108.8376122326786
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2034,109.6508798165646
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2035,110.5490738596316
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2036,111.2731572105413
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2037,111.9906091671212
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2038,112.7063845390644
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2039,113.4333143211068
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2040,114.2757254416186
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2041,114.8428278716377
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2042,115.4380099916386
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2043,116.0360932476672
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2044,116.6574322285056
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2045,117.3743202759609
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2046,117.8151436831182
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2047,118.2665715959598
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2048,118.7251294095391
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2049,119.1774184656776
Baseline,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2050,119.7122761928777
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2025,25.64293361027526
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2026,25.97096136887633
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2027,25.85279507079073
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2028,25.79011185919562
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2029,25.77519853316149
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2030,25.73311689329802
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2031,25.71281951587665
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2032,25.72021349921737
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2033,25.73376366918272
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2034,25.78045083926419
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2035,25.83651914595469
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2036,25.90153162843574
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2037,25.97800497442953
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2038,26.06393756642382
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2039,26.16215427941693
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2040,26.25979515105152
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2041,26.37202899200841
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2042,26.47747771884559
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2043,26.49437041091504
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2044,26.69001773738651
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2045,26.79874785954565
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2046,26.90168965549708
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2047,27.01016863277358
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2048,27.11737552959013
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2049,27.22829481323577
Baseline,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2050,27.31076882084037
