IPCC Code,IPCC Source Name,IPCC Activity Name,National comunication sector,CCC sector,CCC subsector
1A1aiii,Heat supply,Gas oil,Energy Supply,Industry,Industry
1A1aiii,Heat supply,Landfill gas,Energy Supply,Industry,Industry
1A1aiii,Heat supply,Sewage gas,Energy Supply,Industry,Industry
1A1ai,Miscellaneous industrial/commercial combustion,MSW,Energy Supply,Industry,Industry
1A1ai,Power stations,Burning oil,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Coal,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Fuel oil,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Gas oil,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Landfill gas,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Liquid bio-fuels,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,MSW,Energy Supply,Waste,Energy from waste
1A1ai,Power stations,Natural gas,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Orimulsion,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Petroleum coke,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Poultry litter,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Scrap tyres,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Sewage gas,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Sour gas,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Straw,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Waste oils,Energy Supply,Electricity supply,Electricity supply
1A1ai,Power stations,Wood,Energy Supply,Electricity supply,Electricity supply
1A1b,Refineries - combustion,Fuel oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Gas oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,LPG,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Naphtha,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,OPG,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Petrol,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Petroleum coke,Energy Supply,Fuel supply,Fossil fuel supply
1A1b,Refineries - combustion,Refinery miscellaneous,Energy Supply,Fuel supply,Fossil fuel supply
1A1ci,Coke production,Blast furnace gas,Energy Supply,Industry,Industry
1A1ci,Coke production,Coke oven gas,Energy Supply,Industry,Industry
1A1ci,Coke production,Colliery methane,Energy Supply,Industry,Industry
1A1ci,Coke production,Natural gas,Energy Supply,Industry,Industry
1A1cii,Gas terminal: fuel combustion,Gas oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Gas terminal: fuel combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Collieries - combustion,Coal,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Collieries - combustion,Colliery methane,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Collieries - combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Gas production,Colliery methane,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Gas production,LPG,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Gas production,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1ciii,Nuclear fuel production,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Oil terminal: fuel combustion,Gas oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Oil terminal: fuel combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Upstream Gas Production - fuel combustion,Gas oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Upstream Gas Production - fuel combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Upstream Oil Production - fuel combustion,Gas oil,Energy Supply,Fuel supply,Fossil fuel supply
1A1cii,Upstream Oil Production - fuel combustion,Natural gas,Energy Supply,Fuel supply,Fossil fuel supply
1A1ci,Solid smokeless fuel production,Coke,Energy Supply,Fuel supply,Fossil fuel supply
1A2a,Iron and steel - combustion plant,Coal,Business,Industry,Industry
1A2a,Iron and steel - combustion plant,Coke,Business,Industry,Industry
1A2a,Iron and steel - combustion plant,Fuel oil,Business,Industry,Industry
1A2a,Iron and steel - combustion plant,Gas oil,Business,Industry,Industry
1A2a,Iron and steel - combustion plant,LPG,Business,Industry,Industry
1A2a,Iron and steel - combustion plant,Natural gas,Business,Industry,Industry
1A2b,Autogeneration - exported to grid,Coal,Business,Industry,Industry
1A2b,Autogenerators,Coal,Business,Industry,Industry
1A2b,Non-Ferrous Metal (combustion),Coal,Business,Industry,Industry
1A2b,Non-Ferrous Metal (combustion),Fuel oil,Business,Industry,Industry
1A2b,Non-Ferrous Metal (combustion),Gas oil,Business,Industry,Industry
1A2b,Non-Ferrous Metal (combustion),Natural gas,Business,Industry,Industry
1A2c,Chemicals (combustion),Biogas,Business,Industry,Industry
1A2c,Chemicals (combustion),Biomass,Business,Industry,Industry
1A2c,Chemicals (combustion),Coal,Business,Industry,Industry
1A2c,Chemicals (combustion),Fuel oil,Business,Industry,Industry
1A2c,Chemicals (combustion),Gas oil,Business,Industry,Industry
1A2c,Chemicals (combustion),Natural gas,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Biogas,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Biomass,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Coal,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Fuel oil,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Gas oil,Business,Industry,Industry
1A2d,"Pulp, Paper and Print (combustion)",Natural gas,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Biogas,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Biomass,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Coal,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Fuel oil,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Gas oil,Business,Industry,Industry
1A2e,"Food & drink, tobacco (combustion)",Natural gas,Business,Industry,Industry
1A2f,Cement production - combustion,Coal,Business,Industry,Industry
1A2f,Cement production - combustion,Fuel oil,Business,Industry,Industry
1A2f,Cement production - combustion,Gas oil,Business,Industry,Industry
1A2f,Cement production - combustion,Natural gas,Business,Industry,Industry
1A2f,Cement production - combustion,Petroleum coke,Business,Industry,Industry
1A2f,Cement production - combustion,Scrap tyres,Business,Industry,Industry
1A2f,Cement production - combustion,Waste,Business,Industry,Industry
1A2f,Cement production - combustion,Waste oils,Business,Industry,Industry
1A2f,Cement production - combustion,Waste solvent,Business,Industry,Industry
1A2f,Lime production - non decarbonising,Coal,Business,Industry,Industry
1A2f,Lime production - non decarbonising,Coke,Business,Industry,Industry
1A2f,Lime production - non decarbonising,Natural gas,Business,Industry,Industry
1A2f,Mineral products (other): combustion,Biomass,Business,Industry,Industry
1A2f,Other industrial combustion,Scrap tyres,Business,Industry,Industry
1A2giii,NRMM: Mining and Quarrying,Gas oil,Business,Industry,Industry
1A2gviii,Autogeneration - exported to grid,Natural gas,Business,Industry,Industry
1A2gviii,Autogenerators,Biogas,Energy Supply,Industry,Industry
1A2gviii,Autogenerators,Liquid bio-fuels,Business,Industry,Industry
1A2gviii,Autogenerators,Natural gas,Business,Industry,Industry
1A2gviii,Mechanical Engineering (combustion),Biomass,Business,Industry,Industry
1A2gviii,Other industrial combustion,Biogas,Business,Industry,Industry
1A2gviii,Other industrial combustion,Biomass,Business,Industry,Industry
1A2gviii,Other industrial combustion,Burning oil,Business,Industry,Industry
1A2gviii,Other industrial combustion,Coal,Business,Industry,Industry
1A2gviii,Other industrial combustion,Coke,Business,Industry,Industry
1A2gviii,Other industrial combustion,Coke oven gas,Business,Industry,Industry
1A2gviii,Other industrial combustion,Colliery methane,Business,Industry,Industry
1A2gviii,Other industrial combustion,Fuel oil,Business,Industry,Industry
1A2gviii,Other industrial combustion,Gas oil,Business,Industry,Industry
1A2gviii,Other industrial combustion,Liquid bio-fuels,Business,Industry,Industry
1A2gviii,Other industrial combustion,LPG,Business,Industry,Industry
1A2gviii,Other industrial combustion,Lubricants,Business,Industry,Industry
1A2gviii,Other industrial combustion,Natural gas,Business,Industry,Industry
1A2gviii,Other industrial combustion,OPG,Business,Industry,Industry
1A2gviii,Other industrial combustion,Petroleum coke,Business,Industry,Industry
1A2gviii,Other industrial combustion,SSF,Business,Industry,Industry
1A2gviii,Other industrial combustion,Waste solvent,Business,Industry,Industry
1A2gviii,Other industrial combustion,Wood,Business,Industry,Industry
1A2gvii,NRMM: Generators,Gas oil,Business,Industry,Industry
1A2gvii,NRMM: Generators,Petrol,Business,Industry,Industry
1A2gvii,NRMM: Other Industry,Gas oil,Business,Industry,Industry
1A2gvii,NRMM: Other Industry,Petrol,Business,Industry,Industry
1A2gvii,NRMM: Waste,Gas oil,Business,Industry,Industry
1A2gv,NRMM: Construction,Gas oil,Business,Industry,Industry
1A2gv,NRMM: Construction,Petrol,Business,Industry,Industry
1A3a,Aircraft - domestic cruise,Aviation spirit,Transport,Aviation,Domestic aviation
1A3a,Aircraft - domestic cruise,Aviation turbine fuel,Transport,Aviation,Domestic aviation
1A3a,Aircraft - domestic cruise,Sustainable Aviation Fuel (SAF) - bio based,Transport,Aviation,Domestic aviation
1A3a,Aircraft - domestic take off and landing,Aviation spirit,Transport,Aviation,Domestic aviation
1A3a,Aircraft - domestic take off and landing,Aviation turbine fuel,Transport,Aviation,Domestic aviation
1A3a,Aircraft - domestic take off and landing,Sustainable Aviation Fuel (SAF) - bio based,Transport,Aviation,Domestic aviation
1A3biii,Road transport - buses and coaches - motorway driving,DERV,Transport,Surface transport,Bus
1A3biii,Road transport - buses and coaches - rural driving,DERV,Transport,Surface transport,Bus
1A3biii,Road transport - buses and coaches - urban driving,DERV,Transport,Surface transport,Bus
1A3biii,Road transport - general,Natural gas,Transport,Surface transport,HGV
1A3biii,Road transport - HGV articulated - motorway driving,DERV,Transport,Surface transport,HGV
1A3biii,Road transport - HGV articulated - rural driving,DERV,Transport,Surface transport,HGV
1A3biii,Road transport - HGV articulated - urban driving,DERV,Transport,Surface transport,HGV
1A3biii,Road transport - HGV rigid - motorway driving,DERV,Transport,Surface transport,HGV
1A3biii,Road transport - HGV rigid - rural driving,DERV,Transport,Surface transport,HGV
1A3biii,Road transport - HGV rigid - urban driving,DERV,Transport,Surface transport,HGV
1A3bii,Road transport - LGVs - cold start,DERV,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - cold start,Petrol,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - motorway driving,DERV,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - motorway driving,Petrol,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - rural driving,DERV,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - rural driving,Petrol,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - urban driving,DERV,Transport,Surface transport,Van
1A3bii,Road transport - LGVs - urban driving,Petrol,Transport,Surface transport,Van
1A3bi,Road transport - cars - cold start,DERV,Transport,Surface transport,Car
1A3bi,Road transport - cars - cold start,Petrol,Transport,Surface transport,Car
1A3bi,Road transport - cars - motorway driving,DERV,Transport,Surface transport,Car
1A3bi,Road transport - cars - motorway driving,Petrol,Transport,Surface transport,Car
1A3bi,Road transport - cars - rural driving,DERV,Transport,Surface transport,Car
1A3bi,Road transport - cars - rural driving,Petrol,Transport,Surface transport,Car
1A3bi,Road transport - cars - urban driving,DERV,Transport,Surface transport,Car
1A3bi,Road transport - cars - urban driving,Petrol,Transport,Surface transport,Car
1A3biv,Road transport - mopeds (<50cc 2st) - urban driving,Lubricants,Transport,Surface transport,Other surface transport
1A3biv,Road transport - mopeds (<50cc 2st) - urban driving,Petrol,Transport,Surface transport,Motorcycle
1A3biv,Road transport - motorcycle (>50cc 2st) - urban driving,Petrol,Transport,Surface transport,Motorcycle
1A3biv,Road transport - motorcycle (>50cc 4st) - motorway driving,Petrol,Transport,Surface transport,Motorcycle
1A3biv,Road transport - motorcycle (>50cc 4st) - rural driving,Petrol,Transport,Surface transport,Motorcycle
1A3biv,Road transport - motorcycle (>50cc 4st) - urban driving,Petrol,Transport,Surface transport,Motorcycle
1A3bv,Road transport - all vehicles biofuels use,Biodiesel,Transport,Surface transport,HGV
1A3bv,Road transport - all vehicles biofuels use,Bio-MTBE,Transport,Surface transport,Car
1A3bv,Road transport - all vehicles LPG use,LPG,Transport,Surface transport,HGV
1A3c,Rail - coal,Coal,Transport,Surface transport,Rail
1A3c,Railways - freight,Gas oil,Transport,Surface transport,Rail
1A3c,Railways - intercity,Gas oil,Transport,Surface transport,Rail
1A3c,Railways - regional,Gas oil,Transport,Surface transport,Rail
1A3d,Inland goods-carrying vessels,Gas oil,Transport,Shipping,Domestic shipping
1A3d,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,Transport,Shipping,Domestic shipping
1A3d,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,Transport,Shipping,Domestic shipping
1A3d,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,Transport,Shipping,Domestic shipping
1A3d,Personal watercraft e.g. jet ski,Petrol,Transport,Shipping,Domestic shipping
1A3d,Sailing boats with auxiliary engines,DERV,Transport,Shipping,Domestic shipping
1A3d,Shipping - coastal,Fuel oil,Transport,Shipping,Domestic shipping
1A3d,Shipping - coastal,Gas oil,Transport,Shipping,Domestic shipping
1A3eii,NRMM: Airport,Gas oil,Transport,Surface transport,Other surface transport
1A3eii,NRMM: Refrigerated Transport,Gas oil,Transport,Surface transport,Other surface transport
1A3eii,NRMM: Sea Ports,Gas oil,Transport,Surface transport,Other surface transport
1A4aii,NRMM: Forklifts,Gas oil,Business,Industry,Industry
1A4aii,NRMM: Forklifts,LPG,Business,Industry,Industry
1A4ai,Miscellaneous industrial/commercial combustion,Biogas,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Biomass,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Burning oil,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Coal,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Fuel oil,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Gas oil,Business,Non-residential buildings,Commercial
1A4ai,Miscellaneous industrial/commercial combustion,Natural gas,Business,Non-residential buildings,Commercial
1A4ai,Public sector combustion,Biomass,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Burning oil,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Coal,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Coke,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Fuel oil,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Gas oil,Public,Non-residential buildings,Public
1A4ai,Public sector combustion,Natural gas,Public,Non-residential buildings,Public
1A4ai,Railways - stationary combustion,Burning oil,Transport,Surface transport,Rail
1A4ai,Railways - stationary combustion,Fuel oil,Transport,Surface transport,Rail
1A4ai,Railways - stationary combustion,Natural gas,Transport,Surface transport,Rail
1A4bi,Domestic Boiler,Anthracite,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Boiler,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Boiler,Coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Boiler,LPG,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Boiler,Petroleum coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Boiler,SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Anthracite,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Petroleum coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Wood - Dry,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Wood - Seasoned,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Basic,Wood - Wet,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Anthracite,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Petroleum coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Wood - Dry,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Wood - Seasoned,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - EcoDesign,Wood - Wet,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Anthracite,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Petroleum coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Wood - Dry,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Wood - Seasoned,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Closed Stove - Upgraded,Wood - Wet,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic combustion,Petroleum coke in SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Cooking and Other,Burning oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Cooking and Other,Fuel oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Cooking and Other,Gas oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Cooking and Other,Natural gas,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Peat,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Petroleum coke,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,SSF,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Wood - Dry,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Wood - Seasoned,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Fireplace - Standard,Wood - Wet,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Outdoor,Charcoal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Outdoor,Coal,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Space Heater,Burning oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Space Heater,Fuel oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Space Heater,Gas oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Space Heater,Natural gas,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Water Heater,Burning oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Water Heater,Fuel oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Water Heater,Gas oil,Residential,Residential buildings,Existing residential buildings
1A4bi,Domestic Water Heater,Natural gas,Residential,Residential buildings,Existing residential buildings
1A4bii,House and garden machinery,DERV,Residential,Residential buildings,Existing residential buildings
1A4bii,House and garden machinery,Petrol,Residential,Residential buildings,Existing residential buildings
1A4ci,Agriculture - stationary combustion,Biogas,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Biomass,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Burning oil,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Coal,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Fuel oil,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Gas oil,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Natural gas,Agriculture,Agriculture,Stationary and mobile combustion
1A4ci,Agriculture - stationary combustion,Straw,Agriculture,Agriculture,Stationary and mobile combustion
1A4cii,Forestry Machinery,Gas oil,Agriculture,Agriculture,Stationary and mobile combustion
1A4cii,Forestry Machinery,Petrol,Agriculture,Agriculture,Stationary and mobile combustion
1A4ciii,Fishing vessels,Fuel oil,Transport,Shipping,Domestic shipping
1A4ciii,Fishing vessels,Gas oil,Transport,Shipping,Domestic shipping
1A4cii,NRMM: Agriculture,Gas oil,Agriculture,Agriculture,Stationary and mobile combustion
1A5b,Aircraft - military,Aviation spirit,Transport,Aviation,Military aviation
1A5b,Aircraft - military,Aviation turbine fuel,Transport,Aviation,Military aviation
1A5b,Shipping - naval,Gas oil,Transport,Shipping,Naval shipping
1B1a1i,Deep-mined coal,Coal produced,Energy Supply,Fuel supply,Fossil fuel supply
1B1a1ii,Coal storage and transport,Deep mined coal production,Energy Supply,Fuel supply,Fossil fuel supply
1B1a1iii,Closed Coal Mines,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B1a2i,Open-cast coal,Coal produced,Energy Supply,Fuel supply,Fossil fuel supply
1B1b,Charcoal production,Charcoal produced,Energy Supply,Fuel supply,Fossil fuel supply
1B1b,Coke production,Coke produced,Energy Supply,Industry,Industry
1B1b,Iron and steel - flaring,Coke oven gas,Energy Supply,Industry,Industry
1B1b,Solid smokeless fuel production,Coal,Energy Supply,Fuel supply,Fossil fuel supply
1B1b,Solid smokeless fuel production,SSF produced,Energy Supply,Fuel supply,Fossil fuel supply
1B2a1,Onshore oil well exploration (conventional),Number of wells per year,Energy Supply,Fuel supply,Fossil fuel supply
1B2a1,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Oil Terminal: Direct Process,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Oil Terminal: Other Fugitives,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Onshore oil production (conventional),Crude oil,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Petroleum processes,Oil production,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Upstream Oil Production - fugitive emissions,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2a2,Upstream Oil Production: direct process emissions,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2a3,Oil transport fugitives: pipelines (onshore),Crude oil,Energy Supply,Fuel supply,Fossil fuel supply
1B2a3,Oil transport fugitives: road tankers,Crude oil,Energy Supply,Fuel supply,Fossil fuel supply
1B2a3,Upstream Oil Production - Offshore Oil Loading,Crude oil,Energy Supply,Fuel supply,Fossil fuel supply
1B2a3,Upstream Oil Production - Onshore Oil Loading,Crude oil,Energy Supply,Fuel supply,Fossil fuel supply
1B2a4,Upstream Oil Production - Oil terminal storage,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2a6,Abandoned oil wells (offshore),Number of wells per year,Energy Supply,Fuel supply,Fossil fuel supply
1B2a6,Abandoned oil wells (onshore),Number of wells per year,Energy Supply,Fuel supply,Fossil fuel supply
1B2b1,Upstream Gas Production - Offshore Well Testing,Exploration drilling :amount of gas flared,Energy Supply,Fuel supply,Fossil fuel supply
1B2b1,Well exploration (unconventional gas): all sources,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b2,Onshore natural gas gathering,Natural gas production (million m3/yr),Energy Supply,Fuel supply,Fossil fuel supply
1B2b2,Onshore natural gas production (conventional),Natural gas production (million m3/yr),Energy Supply,Fuel supply,Fossil fuel supply
1B2b3,Gas Terminal: Direct Process,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b3,Gas Terminal: Other Fugitives,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b3,Upstream Gas Production - fugitive emissions,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b3,Upstream Gas Production: direct process emissions,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b4,Gas leakage,Natural Gas (transmission leakage),Energy Supply,Fuel supply,Fossil fuel supply
1B2b4,Upstream Gas Production - Gas terminal storage,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2b5,Gas leakage,Natural Gas (leakage at point of use),Energy Supply,Fuel supply,Fossil fuel supply
1B2b5,Gas leakage,Natural gas supply,Energy Supply,Fuel supply,Fossil fuel supply
1B2c1ii,Gas Terminal: Venting,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c1ii,Upstream Gas Production - venting,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c1i,Oil Terminal: Venting,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c1i,Upstream Oil Production - venting,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c2ii,Gas Terminal: Gas Flaring,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c2ii,Upstream Gas Production - flaring,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c2i,Oil Terminal: Gas Flaring,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c2i,Onshore oil production: gas flaring,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2c2i,Upstream Oil Production - flaring,Non-fuel combustion,Energy Supply,Fuel supply,Fossil fuel supply
1B2d,Flue Gas Treatment (neutralisation),Sodium Bicarbonate,Industrial processes,Industry,Industry
2A1,Cement - decarbonising,Clinker production,Industrial processes,Industry,Industry
2A2,Lime production - decarbonising,Limestone,Industrial processes,Industry,Industry
2A3,Glass - general,Dolomite,Industrial processes,Industry,Industry
2A3,Glass - general,Glass-making additives,Industrial processes,Industry,Industry
2A3,Glass - general,Limestone,Industrial processes,Industry,Industry
2A3,Glass - general,Soda ash,Industrial processes,Industry,Industry
2A4a,Brick manufacture - all types,Bricks,Industrial processes,Industry,Industry
2A4a,Brick manufacture - Fletton,Fletton bricks,Industrial processes,Industry,Industry
2A4a,Other ceramics,Clays & shales,Industrial processes,Industry,Industry
2A4b,Non Energy Use: chemical feedstock,Soda ash,Industrial processes,Industry,Industry
2A4b,Other emissive applications of Soda Ash,Soda ash,Industrial processes,Industry,Industry
2A4d,Bread baking,Sodium Bicarbonate,Industrial processes,Industry,Industry
2A4d,Other emissive applications of Sodium Bicarbonate,Sodium Bicarbonate,Industrial processes,Industry,Industry
2A4d,Power stations - FGD,Gypsum produced,Energy Supply,Industry,Industry
