IPCC Code,IPCC Source Name,IPCC Activity Name,National comunication sector,CCC sector,CCC subsector
3D22,Poultry - Breeding Flock - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Breeding Flock - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Breeding Flock - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Broilers - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Broilers - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Broilers - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Ducks - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Ducks - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Ducks - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Geese - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Geese - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Geese - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Growing Pullets - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Growing Pullets - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Growing Pullets - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Laying Hens - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Laying Hens - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Laying Hens - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Other - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Other - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Other - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Turkeys - Digestate Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Poultry - Turkeys - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Poultry - Turkeys - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Professional Horses - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Professional Horses - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Sewage Sludge Cake - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Sewage Sludge Liquid - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Sheep - Ewe - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Sheep - Ewe - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Sheep - Lamb - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Sheep - Lamb - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3D22,Sheep - Ram - Indirect Leach,Grazing,Agriculture,Agriculture,Soils
3D22,Sheep - Ram - Indirect Leach,Spreading,Agriculture,Agriculture,Soils
3F11,Field burning,Wheat residue,Agriculture,Agriculture,Other agriculture
3F12,Field burning,Barley residue,Agriculture,Agriculture,Other agriculture
3F14,Field burning,Oats residue,Agriculture,Agriculture,Other agriculture
3F5,Field burning,Linseed residue,Agriculture,Agriculture,Other agriculture
3G1,Liming,Limestone,Agriculture,Agriculture,Soils
3G2,Liming,Dolomite,Agriculture,Agriculture,Soils
3H,Fertiliser Application,Urea Application,Agriculture,Agriculture,Soils
4A1,Forestry - Forest Land remaining Forest Land - Carbon stock change,Forest land remaining forest land,"Land use, land use change and forestry",Land use,Forestry
4A1,Other LULUCF,Forest miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4A1,Peatland - Forest Land remaining Forest Land - Carbon stock change,Forest drained,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Cropland converted to Forest Land - Carbon stock change,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Cropland converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Direct N2O emission from N fertilisation of forest land,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Grassland converted to Forest Land - Carbon stock change,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Grassland converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Settlements converted to Forest Land - Carbon stock change,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Forestry - Settlements converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4A2,Peatland - Cropland converted to Forest Land - Carbon stock change,Forest drained,"Land use, land use change and forestry",Land use,Forestry
4A2,Peatland - Grassland converted to Forest Land - Carbon stock change,Forest drained,"Land use, land use change and forestry",Land use,Forestry
4A2,Peatland - Settlements converted to Forest Land - Carbon stock change,Forest drained,"Land use, land use change and forestry",Land use,Forestry
4A,Forestry - Forest Land - Drainage and rewetting and other management of organic and mineral soils,Forest land remaining forest land,"Land use, land use change and forestry",Land use,Forestry
4A,Peatland - Forest Land - Drainage and rewetting and other management of organic and mineral soils,Forest drained,"Land use, land use change and forestry",Land use,Forestry
4B1,Bioenergy crops,Miscanthus,"Land use, land use change and forestry",Land use,Bioenergy crops
4B1,Bioenergy crops,Short rotation coppice,"Land use, land use change and forestry",Land use,Bioenergy crops
4B1,Cropland mineral soils change,Cropland remaining cropland,"Land use, land use change and forestry",Land use,Cropland
4B1,Other LULUCF - Cropland remaining Cropland - Biomass Burning - Wildfires,Cropland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4B1,Other LULUCF - Cropland remaining Cropland - Carbon stock change,Cropland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4B1,Peatland - Cropland - Drainage and rewetting and other management of organic and mineral soils,Cropland drained,"Land use, land use change and forestry",Land use,Cropland
4B1,Peatland - Cropland remaining Cropland - Carbon stock change,Cropland drained,"Land use, land use change and forestry",Land use,Cropland
4B2,Cropland mineral soils change,Settlement converted to cropland,"Land use, land use change and forestry",Land use,Cropland
4B2,Cropland mineral soils under LUC - Grassland converted to Cropland - Carbon stock change,Grassland converted to cropland,"Land use, land use change and forestry",Land use,Cropland
4B2,Cropland mineral soils under LUC - Grassland converted to Cropland - Direct N2O emissions from N Mineralization/Immobilization,Grassland converted to cropland,"Land use, land use change and forestry",Land use,Cropland
4B2,Forestry - Forest Land converted to Cropland - Biomass Burning - Controlled Burning,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4B2,Forestry - Forest Land converted to Cropland - Carbon stock change,Land converted from forest land,"Land use, land use change and forestry",Land use,Cropland
4B2,Forestry - Forest Land converted to Cropland - Direct N2O emissions from N Mineralization/Immobilization,Land converted from forest land,"Land use, land use change and forestry",Land use,Cropland
4B2,Other LULUCF - Grassland converted to Cropland - Carbon stock change,Cropland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4B2,Other LULUCF - Settlements converted to Cropland - Carbon stock change,Cropland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4B2,Peatland - Forest Land converted to Cropland - Carbon stock change,Cropland drained,"Land use, land use change and forestry",Land use,Cropland
4C1,Grassland mineral soils under LUC - Grassland remaining Grassland - Carbon stock change,Grassland remaining grassland,"Land use, land use change and forestry",Land use,Grassland
4C1,Grassland mineral soils under LUC - Grassland remaining Grassland - Direct N2O emissions from N Mineralization/Immobilization,Grassland remaining grassland,"Land use, land use change and forestry",Land use,Grassland
4C1,Other LULUCF - Grassland remaining Grassland - Biomass Burning - Wildfires,Grassland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4C1,Other LULUCF - Grassland remaining Grassland - Carbon stock change,Grassland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Eroding modified bog drained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Eroding modified bog undrained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Extensive grassland drained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Intensive grassland drained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Modified bog drained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Modified bog undrained,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Rewetted bog,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Rewetted fen,"Land use, land use change and forestry",Land use,Grassland
4C1,Peatland - Grassland remaining Grassland - Carbon stock change,Rewetted modified bog,"Land use, land use change and forestry",Land use,Grassland
4C2,Forestry - Forest Land converted to Grassland - Biomass Burning - Controlled Burning,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4C2,Forestry - Forest Land converted to Grassland - Carbon stock change,Land converted from forest land,"Land use, land use change and forestry",Land use,Grassland
4C2,Forestry - Forest Land converted to Grassland - Direct N2O emissions from N Mineralization/Immobilization,Land converted from forest land,"Land use, land use change and forestry",Land use,Grassland
4C2,Grassland mineral soils change,Cropland converted to grassland,"Land use, land use change and forestry",Land use,Grassland
4C2,Grassland mineral soils change,Settlement converted to grassland,"Land use, land use change and forestry",Land use,Grassland
4C2,Other LULUCF - Cropland converted to Grassland - Carbon stock change,Grassland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4C2,Other LULUCF - Settlements converted to Grassland - Carbon stock change,Grassland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4C2,Peatland - Forest Land converted to Grassland - Carbon stock change,Extensive grassland drained,"Land use, land use change and forestry",Land use,Grassland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Eroding modified bog drained,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Eroding modified bog undrained,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Extensive grassland drained,"Land use, land use change and forestry",Land use,Grassland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Intensive grassland drained,"Land use, land use change and forestry",Land use,Grassland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Modified bog drained,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Modified bog undrained,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted bog,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted fen,"Land use, land use change and forestry",Land use,Wetland
4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted modified bog,"Land use, land use change and forestry",Land use,Wetland
4,Cropland mineral soils under LUC - Indirect N2O - Nitrogen Leaching and Run-off,Grassland converted to cropland,"Land use, land use change and forestry",Land use,Forestry
4D1,Peatland - Other Wetlands Remaining Other Wetlands - Carbon stock change,Industrial extraction,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Other Wetlands Remaining Other Wetlands - Carbon stock change,Near-natural bog,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Other Wetlands Remaining Other Wetlands - Carbon stock change,Near-natural fen,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Other Wetlands Remaining Other Wetlands - Carbon stock change,Rewetted bog,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Other Wetlands Remaining Other Wetlands - Carbon stock change,Rewetted fen,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Peat Extraction Remaining Peat Extraction - Carbon stock change,Domestic extraction,"Land use, land use change and forestry",Land use,Wetland
4D1,Peatland - Peat Extraction Remaining Peat Extraction - Carbon stock change,Industrial extraction,"Land use, land use change and forestry",Land use,Wetland
4D2,Forestry - Forest Land converted to Other Wetlands - Biomass Burning - Controlled Burning,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4D2,Forestry - Forest Land converted to Other Wetlands - Carbon stock change,Land converted from forest land,"Land use, land use change and forestry",Land use,Wetland
4D2,Other LULUCF - Grassland converted to flooded land - Carbon stock change,Wetland miscellaneous,"Land use, land use change and forestry",Land use,Other land use
4D2,Peatland - Cropland converted to Other Wetlands - Carbon stock change,Rewetted fen,"Land use, land use change and forestry",Land use,Wetland
4D2,Peatland - Forest Land converted to Other Wetlands - Carbon stock change,Rewetted bog,"Land use, land use change and forestry",Land use,Wetland
4D2,Peatland - Land converted for Peat Extraction - Carbon stock change,Domestic extraction,"Land use, land use change and forestry",Land use,Wetland
4D2,Peatland - Land converted for Peat Extraction - Carbon stock change,Industrial extraction,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Domestic extraction,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Industrial extraction,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Near-natural bog,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Near-natural fen,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Rewetted bog,"Land use, land use change and forestry",Land use,Wetland
4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Rewetted fen,"Land use, land use change and forestry",Land use,Wetland
4E1,Peatland - Settlements remaining Settlements - Carbon stock change,Settlement drained,"Land use, land use change and forestry",Land use,Settlements
4E1,Settlement - Settlements remaining Settlements - Carbon stock change,Settlement remaining settlement,"Land use, land use change and forestry",Land use,Settlements
4E1,Settlement - Settlements remaining Settlements - Direct N2O emissions from N Mineralization/Immobilization,Settlement remaining settlement,"Land use, land use change and forestry",Land use,Settlements
4E2,Forestry - Forest Land converted to Settlements - Biomass Burning - Controlled Burning,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4E2,Forestry - Forest Land converted to Settlements - Carbon stock change,Land converted from forest land,"Land use, land use change and forestry",Land use,Settlements
4E2,Forestry - Forest Land converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4E2,Peatland - Forest Land converted to Settlements - Carbon stock change,Settlement drained,"Land use, land use change and forestry",Land use,Settlements
4E2,Settlement - Cropland converted to Settlements - Carbon stock change,Land converted to settlement,"Land use, land use change and forestry",Land use,Settlements
4E2,Settlement - Cropland converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Land converted to settlement,"Land use, land use change and forestry",Land use,Settlements
4E2,Settlement - Grassland converted to Settlements - Carbon stock change,Land converted to settlement,"Land use, land use change and forestry",Land use,Settlements
4E2,Settlement - Grassland converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Land converted to settlement,"Land use, land use change and forestry",Land use,Settlements
4E,Peatland - Settlements - Drainage and rewetting and other management of organic and mineral soils,Settlement drained,"Land use, land use change and forestry",Land use,Settlements
4,Forestry - Indirect N2O - Atmospheric Deposition,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4,Forestry - Indirect N2O - Nitrogen Leaching and Run-off,Land converted from forest land,"Land use, land use change and forestry",Land use,Forestry
4,Forestry - Indirect N2O - Nitrogen Leaching and Run-off,Land converted to forest land,"Land use, land use change and forestry",Land use,Forestry
4G,Forestry - HWP Produced and Consumed Domestically - Carbon stock change,Harvested wood products,"Land use, land use change and forestry",Land use,Forestry
4G,Forestry - HWP Produced and Exported - Carbon stock change,Harvested wood products,"Land use, land use change and forestry",Land use,Forestry
4,Grassland mineral soils under LUC - Indirect N2O - Nitrogen Leaching and Run-off,Grassland remaining grassland,"Land use, land use change and forestry",Land use,Forestry
4,Settlement - Indirect N2O - Nitrogen Leaching and Run-off,Land converted to settlement,"Land use, land use change and forestry",Land use,Forestry
4,Settlement - Indirect N2O - Nitrogen Leaching and Run-off,Settlement remaining settlement,"Land use, land use change and forestry",Land use,Forestry
5A1a,Landfill,Non-fuel combustion,Waste Management,Waste,Landfill
5B1a,Composting (at household),Biological waste,Residential,Waste,Composting
5B1a,Mechanical Biological Treatment - Composting,Biological waste,Waste Management,Waste,Composting
5B1a,Total composting (non-household),Biological waste,Waste Management,Waste,Composting
5B2a,Anaerobic Digestion (other),Biological waste,Waste Management,Waste,Other waste
5B2a,Mechanical Biological Treatment - Anaerobic Digestion,Biological waste,Waste Management,Waste,Other waste
5C1.1b,Incineration - sewage sludge,Sewage sludge combustion,Waste Management,Waste,Incineration
5C1.2a,Incineration,MSW,Waste Management,Waste,Incineration
5C1.2b,Incineration - chemical waste,Chemical waste,Waste Management,Waste,Incineration
5C1.2b,Incineration - clinical waste,Clinical waste,Waste Management,Waste,Incineration
5C2.1b,Small-scale waste burning,Waste,Residential,Residential buildings,Existing residential buildings
5C2.2b,Accidental fires - dwellings,Mass burnt,Residential,Residential buildings,Existing residential buildings
5C2.2b,Accidental fires - other buildings,Mass burnt,Business,Non-residential buildings,Commercial
5C2.2b,Accidental fires - vehicles,Mass burnt,Residential,Surface transport,Other surface transport
5D1,Sewage sludge decomposition in private systems,Non-fuel domestic,Waste Management,Waste,Wastewater
5D1,Sewage sludge decomposition,Non-fuel domestic,Waste Management,Waste,Wastewater
5D2,Industrial Waste Water Treatment,Non-fuel combustion,Waste Management,Waste,Wastewater
